UUID: 2d8451c9-a85c-4586-a6b6-dac8006983fa	A4GALT	ABCB6	ABCC1	ABCC4	ABCG2	ABO	AUG	CD59	CO	CROM	CTL2	DI	DO	ER	FUT1	FUT2	FUT3	FY	GATA1	GBGT1	GCNT2	GE	GIL	GLOB	GYPA	GYPB	IN	JK	JMH	KANNO	KEL	KLF	KN	LU	LW	MAM	OK	PIGG	RAPH	RHAG	SC	SID	VEL	XG	XK	YT
HG02737.vcf	P1+,Pk+	Lan+	WLF+	PEL+w	Jr(a+)	A1	AUG1+,At(a+),ATML-,ATAM+	CD59.1+	Co(a+b-)	Cr(a+)	Cs(a+b+),VER+,RIF+	Di(a-b+)	Do(a+b+)	Er(a+b-)	H+,Se-	Se-	Le(a+b-)	Fy(a+b-)	Common	FORS-	I+	Ge2+,Ge3+,Ge4+	GIL+	P+	M-,N+	S-,s+,U+alteredU/GPB	In(a-b+)	Jk(a+b-)	JMH+	KANNO1+	K-,k+	Common	Kn(a+b-),McC(a+b-),Sl1+,Yk(a+),Vil-,Sl3+,KCAM+,KDAS+,DACY+,YCAD+,KNMB+	Lu(a-b+),Au(a+b+)	LWa+,LWb-	MAM+	Ok(a+)	Emm+	MER2+	Duclos+	Sc1+,Sc2-	Sd(a+)	Vel+	XgaCD99	kx+	Yt(a+b+)
